label,Message,clean_Message
0,Yup ok thanx...,yup ok thanx
0,Hi:)cts employee how are you?,hict employe
0,Pls pls find out from aunt nike.,pleas pleas find aunt nike
0,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",wow love sooo much know bare stand wonder day goe well love think miss
0,No screaming means shouting..,scream mean shout
0,Hey what happen de. Are you alright.,hey happen de alright
0,Should I have picked up a receipt or something earlier,pick receipt someth earlier
0,I think chennai well settled?,think chennai well settl
0,Oh dang! I didn't mean o send that to you! Lol!,oh dang didnt mean send laugh loud
0,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,unfortun ive found pick sister airport even dont think ill go tri go one th
0,Horrible bf... I now v hungry...,horribl bf v hungri
0,Remember on that day..,rememb day
1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,nokia get win free auction take part send nokia hgsuiteland rowwjhl
0,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,how feel mr real valentin yo valentin even tho hardli play
0,All sounds good. Fingers . Makes it difficult to type,sound good finger make difficult type
0,Midnight at the earliest,midnight earliest
0,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,your sure im tri make xavier smoke dont want smoke told smoke much
0,K come to nordstrom when you're done,okay come nordstrom your done
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,konw waht rael friendship im gving yuo exmpel jsut ese tih messag evrey splle tih messag wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleepsweet dream
0,Now press conference da:),press confer da
1,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",hello orang month free access game news sport plu free text photo messag repli ye term appli
0,After completed degree. There is no use in joining finance.,complet degre use join financ
0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",good afternoon love job prospect miss lazi bleak hmmm happi fill love
0,Shant disturb u anymore... Jia you...,shant disturb anymor jia
0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,bishan lar nearer need buy earli co buy gotta park car
0,"Me, i dont know again oh",dont know oh
0,Dude sux for snake. He got old and raiden got buff,dude sux snake got old raiden got buff
0,He says hi and to get your ass back to south tampa (preferably at a kegger),say hi get ass back south tampa prefer kegger
0,In e msg jus now. U said thanks for gift.,e messag ju said thank gift
0,U too...,
0,Ok how you dear. Did you call chechi,ok dear call chechi
0,Yeah we do totes. When u wanna?,yeah tote wanna
0,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,ok found di pierr cardin one look normal cost sale
0,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep rhythm person establish rhythm bodi learn use want know
0,Wat r u doing?,wat
0,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,messag truro hospit ext phone phone side
0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",singl line big mean miss anyth best life dont miss best life anyth good nyt
0,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",got ga money chanc gang want go grand natur adventur
0,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,dnt worryus ice piec cloth packalso take tablet
0,Dude just saw a parked car with its sunroof popped up. Sux,dude saw park car sunroof pop sux
0,Get ready to put on your excellent sub face :),get readi put excel sub face
0,Tmrw. Im finishing 9 doors,tomorrow im finish door
0,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",ltgt g saw day ago guy want sell wifi ltgt g ltgt that blank
0,I am late. I will be there at,late
0,"whatever, im pretty pissed off.",whatev im pretti piss
0,I dont have that much image in class.,dont much imag class
0,No:-)i got rumour that you going to buy apartment in chennai:-),noi got rumour go buy apart chennai
0,Near kalainar tv office.thenampet,near kalainar tv officethenampet
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,cashbal current pound maxim cashin send go pmsg cc hgsuiteland rowwjhl
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,sm auction brand new nokia auction today auction free join take part text nokia hgsuiteland rowwjhl
0,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,si catch e show e afternoon im watch w c wan watch today tmr lor
0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",sound gd haha wah yan jiu fast liao
0,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,nosi guess know react im freak
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",rememb hurt day satan impost mene pay priceso itmay destini keep go said pray get mind get
0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,make girl happi difficult make girl happi need friend companion lover chef ltgt good listen ltgt organ ltgt good boyfriend ltgt clean ltgt sympathet ltgt athlet ltgt warm ltgt courag ltgt determin ltgt true ltgt depend ltgt intellig ltgt psychologist ltgt pest extermin ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniy pudunga venaam
0,"Why is that, princess? I bet the brothas are all chasing you!",princess bet brotha chase
0,"I shall book chez jules for half eight, if that's ok with you?",shall book chez jule half eight that ok
0,Hhahhaahahah rofl wtf nig was leonardo in your room or something,hhahhaahahah roll floor laugh wtf nig leonardo room someth
0,"Yep, at derek's house now, see you Sunday &lt;3",yep derek hous see sunday lt
0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",cool let know kick around ltgt ill day
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wonder would okay call uncl john let know thing nigeria ltgt dollar year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like
0,There are no other charges after transfer charges and you can withdraw anyhow you like,charg transfer charg withdraw anyhow like
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",dont search love let love find that call fall love dont forc fall know smeon hold bslvyl
0,At 4. Let's go to bill millers,let go bill miller
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,love set soul fire spark flame big rawr flame hug kiss
0,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",somewhr someon sure made god decid perfect time make meet dat person till den enjoy crush
0,That's my honeymoon outfit. :),that honeymoon outfit
0,Will it help if we propose going back again tomorrow,help propos go back tomorrow
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,privat account statement show unredeem point call identifi code expir
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame day life good day give happi bad day give experi essenti life god bless good morn
0,Pls confirm the time to collect the cheque.,pleas confirm time collect chequ
1,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,regist subscrib yr draw gift voucher b enter receipt correct an next olymp text an
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award prize guarante call land line claim valid hr ppm
0,Daddy will take good care of you :),daddi take good care
0,"Yeah probably, I still gotta check out with leo",yeah probabl still gotta check leo
0,K.then any other special?,kthen special
0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,carlo take sweet time usual let know patti donew smoke ill tell haul ass
0,Ok pa. Nothing problem:-),ok pa noth problem
0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,heard job im go wildlif talk tonight wantcom thatworzel wizzl whatev
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",god pick flower dippeditinadew lovingli touch itwhichturnedinto gift tomeandsaidthi friend
0,When you came to hostel.,came hostel
0,Ok no prob... I'll come after lunch then...,ok prob ill come lunch
0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,ju tell dat ill b leav shanghai st instead well haf time meet see
0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,freez home yet rememb kiss mom morn love think miss yet
0,You all ready for * big day tomorrow?,readi big day tomorrow
0,I'll probably be around mu a lot,ill probabl around mu lot
0,645,
1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,rtking pro video club need help inforingtonekingcouk call must club credit redeem enjoy
0,Thnx dude. u guys out 2nite?,thnx dude guy night
0,Me sef dey laugh you. Meanwhile how's my darling anjie!,sef dey laugh meanwhil how darl anji
0,Mm i had my food da from out,mm food da
0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",okay make sens way carlo difficult guy gonna smoke go pick second batch get ga
0,Did u download the fring app?,download fring app
0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,oz guy kinda flaki one friend interest pick ltgt worth tonight possibl
0,Friends that u can stay on fb chat with,friend stay fb chat
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",fuck babe miss sooooo much wish sleep bed lone go sleep dream love
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",live simpl love also simpl laugh simpl win tooo simpl simpl difficult good nte
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,secret admir look make contact ufind rreveal think specialcal
0,"Ah, well that confuses things, doesn‘t it?",ah well confus thing doesnt
1,500 free text msgs. Just text ok to 80488 and we'll credit your account,free text msg text ok well credit account
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call urgnt dont know what problem dont want work problem least tell wate repli
0,Dear how you. Are you ok?,dear ok
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",select stay top british hotel noth holiday worth claim call london bx swss
0,Yes princess! I want to make you happy...,ye princess want make happi
0,Sounds like you have many talents! would you like to go on a dinner date next week?,sound like mani talent would like go dinner date next week
0,I am going to film 2day da. At 6pm. Sorry da.,go film day da pm sorri da
0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,watch movi alreadi xy want shop im shop w
0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,hello littl parti anim thought id buzz friend grin remind love send naughti ador kiss
0,Yesterday its with me only . Now am going home.,yesterday go home
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eeri nokia tone rpli tone titl eg tone dracula titl ghost addamsfa munster exorcist twilight poboxwwq p
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life brought sun shini warm heart put constant smile face make feel love care
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",shit wasnt surpris went spent even french guy met town fool around bit didnt let fuck
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",anetwork allow compani bill sm respons supplier shop give guarante sell b g
0,Great comedy..cant stop laughing da:),great comedyc stop laugh da
1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsgfeelin kinda lnli hope like keep compani jst got cam mobi wanna c pictxt repli date msgp rcv hlp stop
0,"Alright, we're all set here, text the man",alright set text man
0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",hi theyr keen go kind feel shouldnt go tomo dont mind
0,Sleeping nt feeling well,sleep nt feel well
0,U WILL SWITCH YOUR FONE ON DAMMIT!!,switch fone dammit
0,India have to take lead:),india take lead
0,I.ll post her out l8r. In class,ill post lr class
0,Thts wat Wright Brother did to fly..,tht wat wright brother fli
0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",even v good somewhat event laden fill dont worri head ok throat wreck see six
0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),laugh realli loud talk spontan dont care other feel probabl dear amp best friend goodeven dear
0,ITS A LAPTOP TAKE IT WITH YOU.,laptop take
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,dont file bagi work call mei tell find anyth room
0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,wan earli lei outsid wun b home earli neva mind
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",chanc win cash everi wk text action tsc custcar xpwk
0,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,bugi juz wat im walk home oredi ü late repli oso saw top dat like din buy ü
0,At 7 we will go ok na.,go ok na
0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ye post coupl pic fb there still snow outsid im wake
0,S:-)if we have one good partnership going we will take lead:),sif one good partnership go take lead
1,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,rgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvari max
0,"Yeah, where's your class at?",yeah where class
0,No just send to you. Bec you in temple na.,send bec templ na
0,"You aren't coming home between class, right? I need to work out and shower!",arent come home class right need work shower
1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,hi lookin sauci daytim fun wiv busti marri woman free next week chat sort time janinexx callsminmobsmorelkpoboxhpfl
0,S but mostly not like that.,mostli like
0,Ü v ma fan...,ü v fan
0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,dunno co v late n reach insid alreadi ate spageddi lor e gal laugh lor
0,Guess who spent all last night phasing in and out of the fourth dimension,guess spent last night phase fourth dimens
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,dad gonna call get work ask crazi question
0,"Yes..but they said its IT.,",yesbut said
0,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",hurt n meaning line ever compromis everyth love end love compromis everyth good mornin
0,Lmao!nice 1,lmaonic
0,Glad to see your reply.,glad see repli
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent tri contact today draw show prize guarante call land line claim valid hr
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthli password wap mobsicom use wap phone pc
0,Nah dub but je still buff,nah dub je still buff
0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",pain word thought happi toughest thing earth toughest act happi unspoken pain insid
0,"Yeah, that's fine! It's £6 to get in, is that ok? ",yeah that fine get ok
0,Lol where do u come up with these ideas?,laugh loud come idea
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",mani peopl seem special first sight remain special till last sight maintain till life end shja
0,Okay... We wait ah,okay wait ah
0,Y lei?,lei
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,hi babe like bed im sorri tonight realli wanna see tomorrow call love xxx
0,Already am squatting is the new way of walking,alreadi squat new way walk
0,Do you want bold 2 or bb torch,want bold bb torch
0,Cramps stopped. Going back to sleep,cramp stop go back sleep
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,today vodafon number end last four digit select receiv award number match pleas call claim award
1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top rington sub weekli ringtoneget st week freesend subpoli per weekstop sm
0,Nan sonathaya soladha. Why boss?,nan sonathaya soladha boss
0,Bring tat cd don forget,bring tat cd forget
0,I don't know but I'm raping dudes at poker,dont know im rape dude poker
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss girl friend make load money ebay someth give thank god
0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr see messag leav congrat dear school wat plan
0,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,ü eatin later im eatin wif fren lei ü go home first
0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,finish alreadi yar keep say mushi embarrass ok
0,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",sorri man stash ran dri last night cant pick sunday
0,Hai priya are you right. What doctor said pa. Where are you.,hai priya right doctor said pa
1,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",free messag sorri servic order could deliv suffici credit pleas top receiv servic
0,Please ask mummy to call father,pleas ask mummi call father
0,Can come my room but cannot come my house cos my house still messy... Haha...,come room cannot come hous co hous still messi haha
0,I have lost 10 kilos as of today!,lost kilo today
0,Just taste fish curry :-P,tast fish curri p
0,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,might accid tookplac somewher ghodbandar rd traffic move slove pleas slip amp dont worri
0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,yun ahnow ü wkg wherebtw ü go nu sc ü wana specialis wad
0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ye one woman man pleas tell like dislik bed
0,Was doing my test earlier. I appreciate you. Will call you tomorrow.,test earlier appreci call tomorrow
0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",how loverboy keep come queen hmmm doesnt ach speak miss despar
0,U meet other fren dun wan meet me ah... Muz b a guy rite...,meet fren dun wan meet ah muz b guy rite
0,"(No promises on when though, haven't even gotten dinner yet)",promis though havent even gotten dinner yet
0,I got your back! Do you have any dislikes in bed?,got back dislik bed
0,o turns out i had stereo love on mi phone under the unknown album.,turn stereo love mi phone unknown album
1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live chat pmin choos girl connect live call cheap chat uk biggest live servic vu bcmwcnxx
0,Yeah I don't see why not,yeah dont see
0,Asking do u knw them or nt? May be ur frnds or classmates?,ask knw nt may frnd classmat
0,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",sorri earlier put firesar around talk actual life laugh loud
1,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,wow boy back take uk tour win vip ticket prebook vip club text club trackmarqu ltd infovipclubu
0,"As in missionary hook up, doggy hook up, standing...|",missionari hook doggi hook stand
0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,better go sleep dun disturb liao wake messag lor
0,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,watch hous entertain get whole hugh lauri thing even stick inde especi stick
0,Thought praps you meant another one. Goodo! I'll look tomorrow ,thought prap meant anoth one goodo ill look tomorrow
0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",hi jon pete ive bin spain recent hav sum dinero left bill said rent mayb interest hav pe around tb jame
0,There bold 2  &lt;#&gt; . Is that yours,bold ltgt
0,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,know shall speak ltgt minut
0,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,alrit hunnywot night didnt end goin town ju da pub instead ju chillin da mo bedroomlov jen xxx
0,I went to project centre,went project centr
0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,per request maangalyam alaipayuth set callertun caller press copi friend callertun
0,Lol yeah at this point I guess not,laugh loud yeah point guess
0,Doing project w frens lor. ,project w fren lor
0,Lol. Well quality aint bad at all so i aint complaining,laugh loud well qualiti aint bad aint complain
0,"K, can that happen tonight?",okay happen tonight
1,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",hi mandi sullivan call hotmix fmyou chosen receiv easter prize drawpleas telephon claim prize transfer someon els
0,"I think we're going to finn's now, come",think go finn come
0,Why tired what special there you had,tire special
0,I will come tomorrow di,come tomorrow di
0,K go and sleep well. Take rest:-).,okay go sleep well take rest
0,U guys never invite me anywhere :(,guy never invit anywher
1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,go bahama callfreefon speak live oper claim either bahama cruis cash opt text x
0,I can do that! I want to please you both inside and outside the bedroom...,want pleas insid outsid bedroom
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,ey calm downon theacus itxt co iwana know wotu doin thewend haventcn agesr neth satlov j xxx
0,I love to wine and dine my lady!,love wine dine ladi
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,someon conact date servic enter phone fanci youto find call landlin poboxntf
0,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",im cool ta love vtire caus doin load plan wk got social servic inspect nurseri take care spk sn x
0,I don know account details..i will ask my mom and send you.my mom is out of reach now.,know account detailsi ask mom send youmi mom reach
0,I think u have the wrong number.,think wrong number
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day
0,DO NOT B LATE LOVE MUM,b late love mum
0,Got it..mail panren paru..,got itmail panren paru
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,think chuckin red green n black trainner save carryin bac train
0,Give one miss from that number please,give one miss number pleas
0,Jus came back fr lunch wif my sis only. U leh?,ju came back fr lunch wif si leh
0,How is your schedule next week? I am out of town this weekend.,schedul next week town weekend
0,Really good:)dhanush rocks once again:),realli gooddhanush rock
0,Lmao ok I wont be needing u to do my hair anymore.,lmao ok wont need hair anymor
0,"Miss ya, need ya, want ya, love ya.",miss yeah need yeah want yeah love yeah
0,Sorry i'm not free...,sorri im free
0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ever get song stuck head reason wont go away til listen like time
0,Nt yet chikku..simple habba..hw abt u?,nt yet chikkusimpl habbahw abt
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",got mail dileepthank muchand look forward lot supportveri less contact hererememb one venugop mentionedtomorrow latei shall tri come till theregoodnight dear
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,sometim heart remembr someon much forget someon soon heart like everyon like one rememb everytim bslvyl
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john john name joy father mandan
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi ibh custom loyalti offer new nokia mobil txtauctiontxt wordstart get nowt
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,hi yiju regard textbook intro algorithm second edit im sell
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sm auction nokia get win free auction take part send nokia hgsuiteland rowwjhl
0,"K, want us to come by now?",okay want us come
0,How. Its a little difficult but its a simple way to enter this place,littl difficult simpl way enter place
0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ha us e thing got tv watch thk go tonight alreadi haf smth mind
0,Dont show yourself. How far. Put new pictures up on facebook.,dont show far put new pictur facebook
0,Watching tv now. I got new job :),watch tv got new job
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador
0,"I'm not coming over, do whatever you want",im come whatev want
0,"Its ok chikku, and its my 1 of favourite song..:-)",ok chikku favourit song
0,Did u see what I posted on your Facebook?,see post facebook
1,Call FREEPHONE 0800 542 0578 now!,call freephon
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invad chanc win orig arcad game consol press game arcad std wap charg see ocoukgam term set purchas
1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,big brother alert comput select okay cash voucher call ntt po box cro bt landlin cost ppm mobil vari
0,";-( oh well, c u later",oh well c later
0,My uncles in Atlanta. Wish you guys a great semester.,uncl atlanta wish guy great semest
